source;target;edge_type;weight
"Moreau2128_GBOOKSph234";"Moreau2128_GBOOKSph235";"precedence";"1"
"Moreau2128_GBOOKSph235";"Moreau2128_GBOOKSph236";"precedence";"1"
"Moreau2128_GBOOKSph236";"Moreau2128_GBOOKSph237";"precedence";"1"
"Moreau2128_GBOOKSph237";"Moreau2128_GBOOKSph238";"precedence";"1"
"Moreau2128_GBOOKSph238";"Moreau2128_GBOOKSph239";"precedence";"1"
"Moreau2128_GBOOKSph239";"Moreau2128_GBOOKSph240";"precedence";"1"
"Moreau2128_GBOOKSph240";"Moreau2128_GBOOKSph241";"precedence";"1"
"Moreau2128_GBOOKSph241";"Moreau2128_GBOOKSph242";"precedence";"1"
"Moreau2128_GBOOKSph242";"Moreau2128_GBOOKSph243";"precedence";"1"
"Moreau2128_GBOOKSph243";"Moreau2128_GBOOKSph244";"precedence";"1"
"Moreau2128_GBOOKSph244";"Moreau2128_GBOOKSph245";"precedence";"1"
"Moreau2128_GBOOKSph245";"Moreau2128_GBOOKSph246";"precedence";"1"
"Moreau2128_GBOOKSph246";"Moreau2128_GBOOKSph247";"precedence";"1"
"Moreau2128_GBOOKSph247";"Moreau2128_GBOOKSph248";"precedence";"1"
"Moreau2128_GBOOKSph248";"Moreau2128_GBOOKSph249";"precedence";"1"
"Moreau2128_GBOOKSph249";"Moreau2128_GBOOKSph250";"precedence";"1"
"Moreau2128_GBOOKSph250";"Moreau2128_GBOOKSph251";"precedence";"1"
"Moreau2128_GBOOKSph251";"Moreau2128_GBOOKSph252";"precedence";"1"
"Moreau2128_GBOOKSph252";"Moreau2128_GBOOKSph253";"precedence";"1"
"Moreau2128_GBOOKSph253";"Moreau2128_GBOOKSph254";"precedence";"1"
"Moreau2128_GBOOKSph254";"Moreau2128_GBOOKSph255";"precedence";"1"
"Moreau2128_GBOOKSph255";"Moreau2128_GBOOKSph256";"precedence";"1"
"Moreau2163_MAZph0";"Moreau2163_MAZph1";"precedence";"1"
"Moreau2163_MAZph1";"Moreau2163_MAZph2";"precedence";"1"
"Moreau2163_MAZph2";"Moreau2163_MAZph3";"precedence";"1"
"Moreau2163_MAZph3";"Moreau2163_MAZph4";"precedence";"1"
"Moreau2163_MAZph4";"Moreau2163_MAZph5";"precedence";"1"
"Moreau2163_MAZph5";"Moreau2163_MAZph6";"precedence";"1"
"Moreau2163_MAZph6";"Moreau2163_MAZph7";"precedence";"1"
"Moreau2163_MAZph7";"Moreau2163_MAZph8";"precedence";"1"
"Moreau2163_MAZph8";"Moreau2163_MAZph9";"precedence";"1"
"Moreau2163_MAZph9";"Moreau2163_MAZph10";"precedence";"1"
"Moreau2163_MAZph10";"Moreau2163_MAZph11";"precedence";"1"
"Moreau2163_MAZph11";"Moreau2163_MAZph12";"precedence";"1"
"Moreau2163_MAZph12";"Moreau2163_MAZph13";"precedence";"1"
"Moreau2163_MAZph13";"Moreau2163_MAZph14";"precedence";"1"
"Moreau2163_MAZph14";"Moreau2163_MAZph15";"precedence";"1"
"Moreau2163_MAZph15";"Moreau2163_MAZph16";"precedence";"1"
"Moreau2163_MAZph16";"Moreau2163_MAZph17";"precedence";"1"
"Moreau2163_MAZph17";"Moreau2163_MAZph18";"precedence";"1"
"Moreau2147_GBOOKSph0";"Moreau2147_GBOOKSph1";"precedence";"1"
"Moreau2147_GBOOKSph1";"Moreau2147_GBOOKSph2";"precedence";"1"
"Moreau2147_GBOOKSph2";"Moreau2147_GBOOKSph3";"precedence";"1"
"Moreau2147_GBOOKSph3";"Moreau2147_GBOOKSph4";"precedence";"1"
"Moreau2147_GBOOKSph4";"Moreau2147_GBOOKSph5";"precedence";"1"
"Moreau2147_GBOOKSph5";"Moreau2147_GBOOKSph6";"precedence";"1"
"Moreau2147_GBOOKSph6";"Moreau2147_GBOOKSph7";"precedence";"1"
"Moreau2147_GBOOKSph7";"Moreau2147_GBOOKSph8";"precedence";"1"
"Moreau2147_GBOOKSph8";"Moreau2147_GBOOKSph9";"precedence";"1"
"Moreau2147_GBOOKSph9";"Moreau2147_GBOOKSph10";"precedence";"1"
"Moreau2147_GBOOKSph10";"Moreau2147_GBOOKSph11";"precedence";"1"
"Moreau2147_GBOOKSph11";"Moreau2147_GBOOKSph12";"precedence";"1"
"Moreau2147_GBOOKSph12";"Moreau2147_GBOOKSph13";"precedence";"1"
"Moreau2147_GBOOKSph13";"Moreau2147_GBOOKSph14";"precedence";"1"
"Moreau2197_MAZph0";"Moreau2197_MAZph1";"precedence";"1"
"Moreau2197_MAZph1";"Moreau2197_MAZph2";"precedence";"1"
"Moreau2197_MAZph2";"Moreau2197_MAZph3";"precedence";"1"
"Moreau2197_MAZph3";"Moreau2197_MAZph4";"precedence";"1"
"Moreau2197_MAZph4";"Moreau2197_MAZph5";"precedence";"1"
"Moreau2197_MAZph5";"Moreau2197_MAZph6";"precedence";"1"
"Moreau2197_MAZph6";"Moreau2197_MAZph7";"precedence";"1"
"Moreau2197_MAZph7";"Moreau2197_MAZph8";"precedence";"1"
"Moreau2197_MAZph8";"Moreau2197_MAZph9";"precedence";"1"
"Moreau2197_MAZph9";"Moreau2197_MAZph10";"precedence";"1"
"Moreau2197_MAZph10";"Moreau2197_MAZph11";"precedence";"1"
"Moreau2197_MAZph11";"Moreau2197_MAZph12";"precedence";"1"
"Moreau2197_MAZph12";"Moreau2197_MAZph13";"precedence";"1"
"Moreau2197_MAZph13";"Moreau2197_MAZph14";"precedence";"1"
"Moreau2197_MAZph14";"Moreau2197_MAZph15";"precedence";"1"
"Moreau2197_MAZph15";"Moreau2197_MAZph16";"precedence";"1"
"Moreau2197_MAZph16";"Moreau2197_MAZph17";"precedence";"1"
"Moreau2197_MAZph17";"Moreau2197_MAZph18";"precedence";"1"
"Moreau2197_MAZph18";"Moreau2197_MAZph19";"precedence";"1"
"Moreau2197_MAZph19";"Moreau2197_MAZph20";"precedence";"1"
"Moreau2197_MAZph20";"Moreau2197_MAZph21";"precedence";"1"
"Moreau2197_MAZph21";"Moreau2197_MAZph22";"precedence";"1"
"Moreau2197_MAZph22";"Moreau2197_MAZph23";"precedence";"1"
"Moreau2197_MAZph23";"Moreau2197_MAZph24";"precedence";"1"
"Moreau2197_MAZph24";"Moreau2197_MAZph25";"precedence";"1"
"Moreau2197_MAZph25";"Moreau2197_MAZph26";"precedence";"1"
"Moreau2197_MAZph26";"Moreau2197_MAZph27";"precedence";"1"
"Moreau2197_MAZph27";"Moreau2197_MAZph28";"precedence";"1"
"Moreau2197_MAZph28";"Moreau2197_MAZph29";"precedence";"1"
"Moreau2197_MAZph29";"Moreau2197_MAZph30";"precedence";"1"
"Moreau2197_MAZph30";"Moreau2197_MAZph31";"precedence";"1"
"Moreau2197_MAZph31";"Moreau2197_MAZph32";"precedence";"1"
"Moreau2197_MAZph32";"Moreau2197_MAZph33";"precedence";"1"
"Moreau2197_MAZph33";"Moreau2197_MAZph34";"precedence";"1"
"Moreau2197_MAZph34";"Moreau2197_MAZph35";"precedence";"1"
"Moreau2197_MAZph35";"Moreau2197_MAZph36";"precedence";"1"
"Moreau2197_MAZph36";"Moreau2197_MAZph37";"precedence";"1"
"Moreau2197_MAZph37";"Moreau2197_MAZph38";"precedence";"1"
"Moreau2197_MAZph38";"Moreau2197_MAZph39";"precedence";"1"
"Moreau2197_MAZph39";"Moreau2197_MAZph40";"precedence";"1"
"Moreau2197_MAZph40";"Moreau2197_MAZph41";"precedence";"1"
"Moreau2197_MAZph41";"Moreau2197_MAZph42";"precedence";"1"
"Moreau2197_MAZph42";"Moreau2197_MAZph43";"precedence";"1"
"Moreau2197_MAZph43";"Moreau2197_MAZph44";"precedence";"1"
"Moreau2197_MAZph44";"Moreau2197_MAZph45";"precedence";"1"
"Moreau2197_MAZph45";"Moreau2197_MAZph46";"precedence";"1"
"Moreau2197_MAZph46";"Moreau2197_MAZph47";"precedence";"1"
"Moreau2197_MAZph47";"Moreau2197_MAZph48";"precedence";"1"
"Moreau2197_MAZph48";"Moreau2197_MAZph49";"precedence";"1"
"Moreau2197_MAZph49";"Moreau2197_MAZph50";"precedence";"1"
"Moreau2197_MAZph50";"Moreau2197_MAZph51";"precedence";"1"
"Moreau2197_MAZph51";"Moreau2197_MAZph52";"precedence";"1"
"Moreau2197_MAZph52";"Moreau2197_MAZph53";"precedence";"1"
"Moreau2197_MAZph53";"Moreau2197_MAZph54";"precedence";"1"
"Moreau2197_MAZph54";"Moreau2197_MAZph55";"precedence";"1"
"Moreau2197_MAZph55";"Moreau2197_MAZph56";"precedence";"1"
"Moreau2197_MAZph56";"Moreau2197_MAZph57";"precedence";"1"
"Moreau2197_MAZph57";"Moreau2197_MAZph58";"precedence";"1"
"Moreau2197_MAZph58";"Moreau2197_MAZph59";"precedence";"1"
"Moreau2197_MAZph59";"Moreau2197_MAZph60";"precedence";"1"
"Moreau2197_MAZph60";"Moreau2197_MAZph61";"precedence";"1"
"Moreau2197_MAZph61";"Moreau2197_MAZph62";"precedence";"1"
"Moreau2197_MAZph62";"Moreau2197_MAZph63";"precedence";"1"
"Moreau2197_MAZph63";"Moreau2197_MAZph64";"precedence";"1"
"Moreau2197_MAZph64";"Moreau2197_MAZph65";"precedence";"1"
"Moreau2197_MAZph65";"Moreau2197_MAZph66";"precedence";"1"
"Moreau2197_MAZph66";"Moreau2197_MAZph67";"precedence";"1"
"Moreau2197_MAZph67";"Moreau2197_MAZph68";"precedence";"1"
"Moreau2197_MAZph68";"Moreau2197_MAZph69";"precedence";"1"
"Moreau2197_MAZph69";"Moreau2197_MAZph70";"precedence";"1"
"Moreau2197_MAZph70";"Moreau2197_MAZph71";"precedence";"1"
"Moreau2197_MAZph71";"Moreau2197_MAZph72";"precedence";"1"
"Moreau2197_MAZph72";"Moreau2197_MAZph73";"precedence";"1"
"Moreau2197_MAZph73";"Moreau2197_MAZph74";"precedence";"1"
"Moreau2197_MAZph74";"Moreau2197_MAZph75";"precedence";"1"
"Moreau2197_MAZph75";"Moreau2197_MAZph76";"precedence";"1"
"Moreau2197_MAZph76";"Moreau2197_MAZph77";"precedence";"1"
"Moreau2197_MAZph77";"Moreau2197_MAZph78";"precedence";"1"
"Moreau2197_MAZph78";"Moreau2197_MAZph79";"precedence";"1"
"Moreau2197_MAZph79";"Moreau2197_MAZph80";"precedence";"1"
"Moreau2197_MAZph80";"Moreau2197_MAZph81";"precedence";"1"
"Moreau2197_MAZph81";"Moreau2197_MAZph82";"precedence";"1"
"Moreau2194_GBOOKSph0";"Moreau2194_GBOOKSph1";"precedence";"1"
"Moreau2194_GBOOKSph1";"Moreau2194_GBOOKSph2";"precedence";"1"
"Moreau2194_GBOOKSph2";"Moreau2194_GBOOKSph3";"precedence";"1"
"Moreau2194_GBOOKSph3";"Moreau2194_GBOOKSph4";"precedence";"1"
"Moreau2194_GBOOKSph4";"Moreau2194_GBOOKSph5";"precedence";"1"
"Moreau2194_GBOOKSph5";"Moreau2194_GBOOKSph6";"precedence";"1"
"Moreau2194_GBOOKSph6";"Moreau2194_GBOOKSph7";"precedence";"1"
"Moreau2194_GBOOKSph7";"Moreau2194_GBOOKSph8";"precedence";"1"
"Moreau2194_GBOOKSph8";"Moreau2194_GBOOKSph9";"precedence";"1"
"Moreau2194_GBOOKSph9";"Moreau2194_GBOOKSph10";"precedence";"1"
"Moreau2194_GBOOKSph10";"Moreau2194_GBOOKSph11";"precedence";"1"
"Moreau2194_GBOOKSph11";"Moreau2194_GBOOKSph12";"precedence";"1"
"Moreau2194_GBOOKSph12";"Moreau2194_GBOOKSph13";"precedence";"1"
"Moreau2194_GBOOKSph13";"Moreau2194_GBOOKSph14";"precedence";"1"
"Moreau2194_GBOOKSph14";"Moreau2194_GBOOKSph15";"precedence";"1"
"Moreau2194_GBOOKSph15";"Moreau2194_GBOOKSph16";"precedence";"1"
"Moreau2194_GBOOKSph16";"Moreau2194_GBOOKSph17";"precedence";"1"
"Moreau2194_GBOOKSph17";"Moreau2194_GBOOKSph18";"precedence";"1"
"Moreau2194_GBOOKSph18";"Moreau2194_GBOOKSph19";"precedence";"1"
"Moreau2194_GBOOKSph19";"Moreau2194_GBOOKSph20";"precedence";"1"
"Moreau2194_GBOOKSph20";"Moreau2194_GBOOKSph21";"precedence";"1"
"Moreau2194_GBOOKSph21";"Moreau2194_GBOOKSph22";"precedence";"1"
"Moreau2194_GBOOKSph22";"Moreau2194_GBOOKSph23";"precedence";"1"
"Moreau2194_GBOOKSph23";"Moreau2194_GBOOKSph24";"precedence";"1"
"Moreau2109_GBOOKSph0";"Moreau2109_GBOOKSph1";"precedence";"1"
"Moreau2109_GBOOKSph1";"Moreau2109_GBOOKSph2";"precedence";"1"
"Moreau2109_GBOOKSph2";"Moreau2109_GBOOKSph3";"precedence";"1"
"Moreau2109_GBOOKSph3";"Moreau2109_GBOOKSph4";"precedence";"1"
"Moreau2109_GBOOKSph4";"Moreau2109_GBOOKSph5";"precedence";"1"
"Moreau2109_GBOOKSph5";"Moreau2109_GBOOKSph6";"precedence";"1"
"Moreau2109_GBOOKSph6";"Moreau2109_GBOOKSph7";"precedence";"1"
"Moreau2109_GBOOKSph7";"Moreau2109_GBOOKSph8";"precedence";"1"
"Moreau2135_MAZph0";"Moreau2135_MAZph1";"precedence";"1"
"Moreau2135_MAZph1";"Moreau2135_MAZph2";"precedence";"1"
"Moreau2135_MAZph2";"Moreau2135_MAZph3";"precedence";"1"
"Moreau2135_MAZph3";"Moreau2135_MAZph4";"precedence";"1"
"Moreau2135_MAZph4";"Moreau2135_MAZph5";"precedence";"1"
"Moreau2135_MAZph5";"Moreau2135_MAZph6";"precedence";"1"
"Moreau2135_MAZph6";"Moreau2135_MAZph7";"precedence";"1"
"Moreau2135_MAZph7";"Moreau2135_MAZph8";"precedence";"1"
"Moreau2135_MAZph8";"Moreau2135_MAZph9";"precedence";"1"
"Moreau2118_GBOOKSph0";"Moreau2118_GBOOKSph1";"precedence";"1"
"Moreau2118_GBOOKSph1";"Moreau2118_GBOOKSph2";"precedence";"1"
"Moreau2118_GBOOKSph2";"Moreau2118_GBOOKSph3";"precedence";"1"
"Moreau2118_GBOOKSph3";"Moreau2118_GBOOKSph4";"precedence";"1"
"Moreau2118_GBOOKSph4";"Moreau2118_GBOOKSph5";"precedence";"1"
"Moreau2118_GBOOKSph5";"Moreau2118_GBOOKSph6";"precedence";"1"
"Moreau2118_GBOOKSph6";"Moreau2118_GBOOKSph7";"precedence";"1"
"Moreau2118_GBOOKSph7";"Moreau2118_GBOOKSph8";"precedence";"1"
"Moreau2118_GBOOKSph8";"Moreau2118_GBOOKSph9";"precedence";"1"
"Moreau2118_GBOOKSph9";"Moreau2118_GBOOKSph10";"precedence";"1"
"Moreau2118_GBOOKSph10";"Moreau2118_GBOOKSph11";"precedence";"1"
"Moreau2118_GBOOKSph11";"Moreau2118_GBOOKSph12";"precedence";"1"
"Moreau2118_GBOOKSph12";"Moreau2118_GBOOKSph13";"precedence";"1"
"Moreau2118_GBOOKSph13";"Moreau2118_GBOOKSph14";"precedence";"1"
"Moreau2118_GBOOKSph14";"Moreau2118_GBOOKSph15";"precedence";"1"
"Moreau2118_GBOOKSph15";"Moreau2118_GBOOKSph16";"precedence";"1"
"Moreau2118_GBOOKSph16";"Moreau2118_GBOOKSph17";"precedence";"1"
"Moreau2118_GBOOKSph17";"Moreau2118_GBOOKSph18";"precedence";"1"
"Moreau2118_GBOOKSph18";"Moreau2118_GBOOKSph19";"precedence";"1"
"Moreau2166_GBOOKSph0";"Moreau2166_GBOOKSph1";"precedence";"1"
"Moreau2166_GBOOKSph1";"Moreau2166_GBOOKSph2";"precedence";"1"
"Moreau2166_GBOOKSph2";"Moreau2166_GBOOKSph3";"precedence";"1"
"Moreau2166_GBOOKSph3";"Moreau2166_GBOOKSph4";"precedence";"1"
"Moreau2166_GBOOKSph4";"Moreau2166_GBOOKSph5";"precedence";"1"
"Moreau2166_GBOOKSph5";"Moreau2166_GBOOKSph6";"precedence";"1"
"Moreau2166_GBOOKSph6";"Moreau2166_GBOOKSph7";"precedence";"1"
"Moreau2166_GBOOKSph7";"Moreau2166_GBOOKSph8";"precedence";"1"
"Moreau2166_GBOOKSph8";"Moreau2166_GBOOKSph9";"precedence";"1"
"Moreau2166_GBOOKSph9";"Moreau2166_GBOOKSph10";"precedence";"1"
"Moreau2166_GBOOKSph10";"Moreau2166_GBOOKSph11";"precedence";"1"
"Moreau2166_GBOOKSph11";"Moreau2166_GBOOKSph12";"precedence";"1"
"Moreau2166_GBOOKSph12";"Moreau2166_GBOOKSph13";"precedence";"1"
"Moreau2166_GBOOKSph13";"Moreau2166_GBOOKSph14";"precedence";"1"
"Moreau2166_GBOOKSph14";"Moreau2166_GBOOKSph15";"precedence";"1"
"Moreau2180_GBOOKSph0";"Moreau2180_GBOOKSph1";"precedence";"1"
"Moreau2180_GBOOKSph1";"Moreau2180_GBOOKSph2";"precedence";"1"
"Moreau2180_GBOOKSph2";"Moreau2180_GBOOKSph3";"precedence";"1"
"Moreau2180_GBOOKSph3";"Moreau2180_GBOOKSph4";"precedence";"1"
"Moreau2180_GBOOKSph4";"Moreau2180_GBOOKSph5";"precedence";"1"
"Moreau2180_GBOOKSph5";"Moreau2180_GBOOKSph6";"precedence";"1"
"Moreau2180_GBOOKSph6";"Moreau2180_GBOOKSph7";"precedence";"1"
"Moreau2180_GBOOKSph7";"Moreau2180_GBOOKSph8";"precedence";"1"
"Moreau2180_GBOOKSph8";"Moreau2180_GBOOKSph9";"precedence";"1"
"Moreau2180_GBOOKSph9";"Moreau2180_GBOOKSph10";"precedence";"1"
"Moreau2180_GBOOKSph10";"Moreau2180_GBOOKSph11";"precedence";"1"
"Moreau2180_GBOOKSph11";"Moreau2180_GBOOKSph12";"precedence";"1"
"Moreau2180_GBOOKSph12";"Moreau2180_GBOOKSph13";"precedence";"1"
"Moreau2180_GBOOKSph13";"Moreau2180_GBOOKSph14";"precedence";"1"
"Moreau2180_GBOOKSph14";"Moreau2180_GBOOKSph15";"precedence";"1"
"Moreau2180_GBOOKSph15";"Moreau2180_GBOOKSph16";"precedence";"1"
"Moreau2180_GBOOKSph16";"Moreau2180_GBOOKSph17";"precedence";"1"
"Moreau2180_GBOOKSph17";"Moreau2180_GBOOKSph18";"precedence";"1"
"Moreau2180_GBOOKSph18";"Moreau2180_GBOOKSph19";"precedence";"1"
"Moreau2180_GBOOKSph19";"Moreau2180_GBOOKSph20";"precedence";"1"
"Moreau2180_GBOOKSph20";"Moreau2180_GBOOKSph21";"precedence";"1"
"Moreau2180_GBOOKSph21";"Moreau2180_GBOOKSph22";"precedence";"1"
"Moreau2180_GBOOKSph22";"Moreau2180_GBOOKSph23";"precedence";"1"
"Moreau2180_GBOOKSph23";"Moreau2180_GBOOKSph24";"precedence";"1"
"Moreau2154_GBOOKSph0";"Moreau2154_GBOOKSph1";"precedence";"1"
"Moreau2154_GBOOKSph1";"Moreau2154_GBOOKSph2";"precedence";"1"
"Moreau2154_GBOOKSph2";"Moreau2154_GBOOKSph3";"precedence";"1"
"Moreau2154_GBOOKSph3";"Moreau2154_GBOOKSph4";"precedence";"1"
"Moreau2154_GBOOKSph4";"Moreau2154_GBOOKSph5";"precedence";"1"
"Moreau2154_GBOOKSph5";"Moreau2154_GBOOKSph6";"precedence";"1"
"Moreau2154_GBOOKSph6";"Moreau2154_GBOOKSph7";"precedence";"1"
"Moreau2154_GBOOKSph7";"Moreau2154_GBOOKSph8";"precedence";"1"
"Moreau2154_GBOOKSph8";"Moreau2154_GBOOKSph9";"precedence";"1"
"Moreau2101_GBOOKSph0";"Moreau2101_GBOOKSph1";"precedence";"1"
"Moreau2101_GBOOKSph1";"Moreau2101_GBOOKSph2";"precedence";"1"
"Moreau2101_GBOOKSph2";"Moreau2101_GBOOKSph3";"precedence";"1"
"Moreau2101_GBOOKSph3";"Moreau2101_GBOOKSph4";"precedence";"1"
"Moreau2101_GBOOKSph4";"Moreau2101_GBOOKSph5";"precedence";"1"
"Moreau2101_GBOOKSph5";"Moreau2101_GBOOKSph6";"precedence";"1"
"Moreau2101_GBOOKSph6";"Moreau2101_GBOOKSph7";"precedence";"1"
"Moreau2101_GBOOKSph7";"Moreau2101_GBOOKSph8";"precedence";"1"
"Moreau2101_GBOOKSph8";"Moreau2101_GBOOKSph9";"precedence";"1"
"Moreau2101_GBOOKSph9";"Moreau2101_GBOOKSph10";"precedence";"1"
"Moreau2101_GBOOKSph10";"Moreau2101_GBOOKSph11";"precedence";"1"
"Moreau2101_GBOOKSph11";"Moreau2101_GBOOKSph12";"precedence";"1"
"Moreau2101_GBOOKSph12";"Moreau2101_GBOOKSph13";"precedence";"1"
"Moreau2101_GBOOKSph13";"Moreau2101_GBOOKSph14";"precedence";"1"
"Moreau2101_GBOOKSph14";"Moreau2101_GBOOKSph15";"precedence";"1"
"Moreau2101_GBOOKSph15";"Moreau2101_GBOOKSph16";"precedence";"1"
"Moreau2101_GBOOKSph16";"Moreau2101_GBOOKSph17";"precedence";"1"
"Moreau2101_GBOOKSph17";"Moreau2101_GBOOKSph18";"precedence";"1"
"Moreau2101_GBOOKSph18";"Moreau2101_GBOOKSph19";"precedence";"1"
"Moreau2101_GBOOKSph19";"Moreau2101_GBOOKSph20";"precedence";"1"
"Moreau2101_GBOOKSph20";"Moreau2101_GBOOKSph21";"precedence";"1"
"Moreau2101_GBOOKSph21";"Moreau2101_GBOOKSph22";"precedence";"1"
"Moreau2101_GBOOKSph22";"Moreau2101_GBOOKSph23";"precedence";"1"
"Moreau2101_GBOOKSph23";"Moreau2101_GBOOKSph24";"precedence";"1"
"Moreau2101_GBOOKSph24";"Moreau2101_GBOOKSph25";"precedence";"1"
"Moreau2101_GBOOKSph25";"Moreau2101_GBOOKSph26";"precedence";"1"
"Moreau2101_GBOOKSph26";"Moreau2101_GBOOKSph27";"precedence";"1"
"Moreau2101_GBOOKSph27";"Moreau2101_GBOOKSph28";"precedence";"1"
"Moreau2101_GBOOKSph28";"Moreau2101_GBOOKSph29";"precedence";"1"
"Moreau2101_GBOOKSph29";"Moreau2101_GBOOKSph30";"precedence";"1"
"Moreau2101_GBOOKSph30";"Moreau2101_GBOOKSph31";"precedence";"1"
"Moreau2101_GBOOKSph31";"Moreau2101_GBOOKSph32";"precedence";"1"
"Moreau2101_GBOOKSph32";"Moreau2101_GBOOKSph33";"precedence";"1"
"Moreau2101_GBOOKSph33";"Moreau2101_GBOOKSph34";"precedence";"1"
"Moreau2101_GBOOKSph34";"Moreau2101_GBOOKSph35";"precedence";"1"
"Moreau2101_GBOOKSph35";"Moreau2101_GBOOKSph36";"precedence";"1"
"Moreau2101_GBOOKSph36";"Moreau2101_GBOOKSph37";"precedence";"1"
"Moreau2101_GBOOKSph37";"Moreau2101_GBOOKSph38";"precedence";"1"
"Moreau2101_GBOOKSph38";"Moreau2101_GBOOKSph39";"precedence";"1"
"Moreau2101_GBOOKSph39";"Moreau2101_GBOOKSph40";"precedence";"1"
"Moreau2101_GBOOKSph40";"Moreau2101_GBOOKSph41";"precedence";"1"
"Moreau2101_GBOOKSph41";"Moreau2101_GBOOKSph42";"precedence";"1"
"Moreau2101_GBOOKSph42";"Moreau2101_GBOOKSph43";"precedence";"1"
"Moreau2101_GBOOKSph43";"Moreau2101_GBOOKSph44";"precedence";"1"
"Moreau2101_GBOOKSph44";"Moreau2101_GBOOKSph45";"precedence";"1"
"Moreau2101_GBOOKSph45";"Moreau2101_GBOOKSph46";"precedence";"1"
"Moreau2101_GBOOKSph46";"Moreau2101_GBOOKSph47";"precedence";"1"
"Moreau2101_GBOOKSph47";"Moreau2101_GBOOKSph48";"precedence";"1"
"Moreau2101_GBOOKSph48";"Moreau2101_GBOOKSph49";"precedence";"1"
"Moreau2101_GBOOKSph49";"Moreau2101_GBOOKSph50";"precedence";"1"
"Moreau2101_GBOOKSph50";"Moreau2101_GBOOKSph51";"precedence";"1"
"Moreau2101_GBOOKSph51";"Moreau2101_GBOOKSph52";"precedence";"1"
"Moreau2101_GBOOKSph52";"Moreau2101_GBOOKSph53";"precedence";"1"
"Moreau2101_GBOOKSph53";"Moreau2101_GBOOKSph54";"precedence";"1"
"Moreau2101_GBOOKSph54";"Moreau2101_GBOOKSph55";"precedence";"1"
"Moreau2101_GBOOKSph55";"Moreau2101_GBOOKSph56";"precedence";"1"
"Moreau2101_GBOOKSph56";"Moreau2101_GBOOKSph57";"precedence";"1"
"Moreau2101_GBOOKSph57";"Moreau2101_GBOOKSph58";"precedence";"1"
"Moreau2101_GBOOKSph58";"Moreau2101_GBOOKSph59";"precedence";"1"
"Moreau2136_GBOOKSph0";"Moreau2136_GBOOKSph1";"precedence";"1"
"Moreau2136_GBOOKSph1";"Moreau2136_GBOOKSph2";"precedence";"1"
"Moreau2136_GBOOKSph2";"Moreau2136_GBOOKSph3";"precedence";"1"
"Moreau2136_GBOOKSph3";"Moreau2136_GBOOKSph4";"precedence";"1"
"Moreau2136_GBOOKSph4";"Moreau2136_GBOOKSph5";"precedence";"1"
"Moreau2136_GBOOKSph5";"Moreau2136_GBOOKSph6";"precedence";"1"
"Moreau2136_GBOOKSph6";"Moreau2136_GBOOKSph7";"precedence";"1"
"Moreau2136_GBOOKSph7";"Moreau2136_GBOOKSph8";"precedence";"1"
"Moreau2136_GBOOKSph8";"Moreau2136_GBOOKSph9";"precedence";"1"
"Moreau2110_GBOOKSph0";"Moreau2110_GBOOKSph1";"precedence";"1"
"Moreau2110_GBOOKSph1";"Moreau2110_GBOOKSph2";"precedence";"1"
"Moreau2110_GBOOKSph2";"Moreau2110_GBOOKSph3";"precedence";"1"
"Moreau2110_GBOOKSph3";"Moreau2110_GBOOKSph4";"precedence";"1"
"Moreau2110_GBOOKSph4";"Moreau2110_GBOOKSph5";"precedence";"1"
"Moreau2110_GBOOKSph5";"Moreau2110_GBOOKSph6";"precedence";"1"
"Moreau2110_GBOOKSph6";"Moreau2110_GBOOKSph7";"precedence";"1"
"Moreau2110_GBOOKSph7";"Moreau2110_GBOOKSph8";"precedence";"1"
"Moreau2145_GBOOKSph0";"Moreau2145_GBOOKSph1";"precedence";"1"
"Moreau2145_GBOOKSph1";"Moreau2145_GBOOKSph2";"precedence";"1"
"Moreau2145_GBOOKSph2";"Moreau2145_GBOOKSph3";"precedence";"1"
"Moreau2145_GBOOKSph3";"Moreau2145_GBOOKSph4";"precedence";"1"
"Moreau2145_GBOOKSph4";"Moreau2145_GBOOKSph5";"precedence";"1"
"Moreau2145_GBOOKSph5";"Moreau2145_GBOOKSph6";"precedence";"1"
"Moreau2145_GBOOKSph6";"Moreau2145_GBOOKSph7";"precedence";"1"
"Moreau2145_GBOOKSph7";"Moreau2145_GBOOKSph8";"precedence";"1"
"Moreau2145_GBOOKSph8";"Moreau2145_GBOOKSph9";"precedence";"1"
"Moreau2145_GBOOKSph9";"Moreau2145_GBOOKSph10";"precedence";"1"
"Moreau2145_GBOOKSph10";"Moreau2145_GBOOKSph11";"precedence";"1"
"Moreau2145_GBOOKSph11";"Moreau2145_GBOOKSph12";"precedence";"1"
"Moreau2145_GBOOKSph12";"Moreau2145_GBOOKSph13";"precedence";"1"
"Moreau2145_GBOOKSph13";"Moreau2145_GBOOKSph14";"precedence";"1"
"Moreau2145_GBOOKSph14";"Moreau2145_GBOOKSph15";"precedence";"1"
"Moreau2145_GBOOKSph15";"Moreau2145_GBOOKSph16";"precedence";"1"
"Moreau2145_GBOOKSph16";"Moreau2145_GBOOKSph17";"precedence";"1"
"Moreau2145_GBOOKSph17";"Moreau2145_GBOOKSph18";"precedence";"1"
"Moreau2145_GBOOKSph18";"Moreau2145_GBOOKSph19";"precedence";"1"
"Moreau2145_GBOOKSph19";"Moreau2145_GBOOKSph20";"precedence";"1"
